longitude;latitude;ADG443_NN;CHL_NN;CHL_OC4ME;IWV;KD490_M07;PAR;T865;TSM_NN;aphy_443;bbp_443
10.1620670000;58.0311130000;0.16765;1.49014;1.66139;9.60000;0.12890;1477.16541;0.04409;1.49349;0.06301;0.00698
10.1614490000;58.0285490000;0.19207;1.66139;1.78636;9.90000;0.13245;1450.39368;0.03150;1.69261;0.06464;0.00711
10.1608310000;58.0259840000;0.18356;1.66139;1.60223;9.60000;0.12890;1490.55115;0.03780;1.69261;0.06354;0.00738
10.1602130000;58.0234190000;0.18356;1.60223;1.60223;9.30000;0.12890;1483.85828;0.03780;1.55711;0.03876;0.00661
10.1595960000;58.0208550000;0.18356;1.72274;1.60223;9.60000;0.12890;1477.16541;0.04409;1.76472;0.06120;0.00693
10.1589780000;58.0182900000;0.17543;1.66139;1.85232;9.90000;0.13610;1470.47241;0.03780;1.76472;0.06653;0.00721
10.1680780000;58.0150510000;0.17543;1.43708;1.60223;9.30000;0.12890;1483.85828;0.04409;1.37393;0.06407;0.00736
10.1674600000;58.0124870000;0.22005;1.92072;1.54517;9.90000;0.12544;1463.77954;0.04409;1.69261;0.05274;0.00675
10.1668410000;58.0099220000;0.23025;1.99165;1.66139;10.20000;0.12890;1423.62207;0.03150;1.76472;0.05936;0.00681
10.1662230000;58.0073570000;0.19207;1.72274;1.43708;9.90000;0.12544;1477.16541;0.03780;1.69261;0.05344;0.00628
10.1656050000;58.0047930000;0.19207;1.60223;1.72274;9.30000;0.13245;1497.24414;0.03780;1.55711;0.04329;0.00745
10.1649870000;58.0022280000;0.18356;1.60223;1.60223;9.60000;0.13610;1470.47241;0.04409;1.62345;0.05818;0.00638
10.1643680000;57.9996630000;0.20098;1.78636;1.85232;9.60000;0.13985;1477.16541;0.03780;1.76472;0.05492;0.00718
10.1637500000;57.9970990000;0.18356;1.54517;1.43708;9.30000;0.13245;1477.16541;0.03150;1.49349;0.05086;0.00554
10.1728400000;57.9938590000;0.23025;1.92072;1.78636;9.00000;0.13610;1503.93701;0.03780;1.76472;0.02785;0.00808
