longitude;latitude;ADG443_NN;CHL_NN;CHL_OC4ME;IWV;KD490_M07;PAR;T865;TSM_NN;aphy_443;bbp_443
9.4349700000;58.0143530000;0.12207;1.28895;1.03693;9.00000;0.10091;1524.01575;0.03150;1.02597;0.04286;0.00376
9.4355380000;58.0169160000;0.13985;1.28895;0.86498;9.30000;0.09300;1497.24414;0.03780;0.79878;0.03714;0.00368
9.4361060000;58.0194800000;0.13365;1.43708;1.03693;9.60000;0.10091;1497.24414;0.03150;0.94384;0.04521;0.00374
9.4366740000;58.0220440000;0.13985;1.24305;0.93004;9.00000;0.09557;1517.32288;0.03150;0.73483;0.04291;0.00399
9.4372410000;58.0246070000;0.12773;1.15609;0.86498;9.60000;0.09300;1477.16541;0.04409;0.76614;0.03402;0.00341
9.4378070000;58.0271740000;0.10183;1.15609;0.80447;9.90000;0.09051;1477.16541;0.03150;0.90528;0.03276;0.00312
9.4383730000;58.0297370000;0.12207;1.24305;0.74820;9.60000;0.08572;1490.55115;0.03150;0.73483;0.03461;0.00347
9.4389380000;58.0323010000;0.12207;1.28895;0.77583;9.30000;0.08808;1503.93701;0.03150;0.62189;0.03497;0.00327
9.4395030000;58.0348650000;0.13365;1.19878;0.83418;9.30000;0.09051;1503.93701;0.03150;0.73483;0.03452;0.00337
9.4400690000;58.0374290000;0.12773;1.43708;0.96439;9.00000;0.09820;1524.01575;0.03780;1.11525;0.04391;0.00413
9.4406340000;58.0399930000;0.14634;1.33655;1.11492;9.60000;0.10655;1477.16541;0.03780;0.73483;0.04407;0.00319
9.4412000000;58.0425570000;0.13365;1.38590;1.00000;9.30000;0.09820;1510.62988;0.03150;0.73483;0.04069;0.00337
9.4417660000;58.0451210000;0.13365;1.43708;0.86498;9.60000;0.09300;1497.24414;0.03780;0.76614;0.03895;0.00358
